MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
209.3127,132.0534,120.791,0.0074,0.0002,0.0047,0.0093,0.0521,0.1056,1.2134,0.0448,0.0275,0.0144,0.0952,0.1764,9.5922,0.6783,0.7797,-5.9748,0.3599,3.4033,0.4445
155.7061,321.8555,198.1183,0.0085,0.0002,0.0144,0.0066,0.0196,0.041,1.0905,0.0473,0.0608,0.0918,0.1349,0.1527,27.5655,0.6322,0.6797,-4.3988,0.2927,1.7661,0.2219
168.1831,484.9837,150.6235,0.0084,0.0,0.0151,0.0034,0.0591,0.0496,0.8452,0.0257,0.0334,0.1046,0.0638,0.0441,25.1446,0.5246,0.7449,-4.3888,0.3083,3.5672,0.4411
109.0205,238.6206,173.7151,0.0271,0.0001,0.006,0.01,0.0516,0.0693,0.8288,0.0186,0.0741,0.0531,0.0361,0.2432,21.6325,0.6528,0.7735,-2.7625,0.1537,3.2108,0.3736
106.349,449.9758,128.8574,0.0128,0.0001,0.021,0.0083,0.0024,0.1072,0.9428,0.0516,0.0473,0.0818,0.16,0.2537,20.4569,0.5226,0.8009,-2.7442,0.3201,3.2589,0.2062
209.9887,117.0707,186.1728,0.0063,0.0001,0.0078,0.0045,0.0501,0.0458,0.5702,0.031,0.0714,0.0251,0.1631,0.2586,12.7235,0.5166,0.6058,-3.6272,0.3007,3.2221,0.403
144.5976,442.5416,156.4507,0.0032,0.0002,0.0044,0.0097,0.0494,0.0643,0.7248,0.0558,0.0243,0.1179,0.0402,0.1215,11.7343,0.5817,0.6232,-5.6444,0.315,3.4656,0.5104
106.5394,453.9666,157.8133,0.0026,0.0002,0.0011,0.0076,0.0096,0.019,1.0314,0.0448,0.0378,0.048,0.089,0.2578,21.7778,0.5539,0.6693,-3.4236,0.2664,2.1534,0.2281
205.3145,358.0278,159.5821,0.0249,0.0001,0.0108,0.0029,0.0042,0.0209,0.7084,0.0294,0.071,0.0361,0.0894,0.2639,17.3094,0.3494,0.5848,-3.0728,0.1013,2.4371,0.1244
221.2752,409.8579,133.1118,0.0115,0.0002,0.0106,0.0195,0.0035,0.0968,0.7637,0.0115,0.075,0.0205,0.1185,0.0785,28.2488,0.4344,0.6768,-3.2524,0.3402,2.6383,0.3786
137.3577,294.1315,190.9582,0.006,0.0001,0.0136,0.0109,0.0172,0.0632,0.7156,0.0253,0.0137,0.0211,0.1193,0.0405,16.7476,0.4502,0.6121,-3.7823,0.2458,2.4695,0.102
109.1104,398.0508,144.6464,0.0317,0.0002,0.0199,0.0195,0.0579,0.11,0.423,0.0412,0.0063,0.1282,0.1281,0.296,28.5618,0.3089,0.6575,-4.4419,0.3833,2.2495,0.2154
176.4822,140.1288,179.1754,0.0038,0.0002,0.001,0.0028,0.009,0.0436,1.1421,0.0418,0.0501,0.1278,0.1619,0.303,29.0563,0.3646,0.7186,-6.3408,0.0655,3.651,0.1435
146.4966,204.5904,69.7223,0.0171,0.0,0.0032,0.0146,0.0376,0.0357,0.996,0.0424,0.0145,0.1218,0.0738,0.0672,20.4885,0.4052,0.8198,-3.3834,0.08,1.8581,0.23
123.4825,412.2198,150.2863,0.0315,0.0002,0.0202,0.007,0.0378,0.0209,0.5998,0.0527,0.0788,0.0747,0.068,0.1154,21.6898,0.4816,0.7122,-3.7052,0.1164,2.2698,0.4985
215.6707,113.4043,175.9841,0.0176,0.0002,0.0061,0.0016,0.0204,0.0145,0.2808,0.0391,0.0299,0.0176,0.0703,0.0347,14.1621,0.6398,0.7172,-2.5799,0.129,3.2076,0.4425
103.3823,541.292,98.4218,0.0052,0.0001,0.0041,0.0042,0.0138,0.0543,0.7208,0.056,0.0555,0.0783,0.0476,0.096,22.6601,0.4464,0.6307,-3.7233,0.4176,2.574,0.1865
219.112,441.64,187.1508,0.0178,0.0002,0.0017,0.0186,0.0372,0.1139,1.2591,0.0372,0.0216,0.0665,0.0221,0.0834,25.6464,0.5818,0.7537,-3.8994,0.3152,2.8137,0.5084
178.2747,366.3594,152.1654,0.0195,0.0002,0.0164,0.0059,0.0205,0.0193,0.5074,0.0349,0.0502,0.0947,0.0448,0.0489,18.2968,0.3893,0.6254,-3.7031,0.1808,2.398,0.2324
115.4951,432.9094,168.8826,0.0281,0.0001,0.0163,0.0194,0.0375,0.0514,0.269,0.0138,0.0648,0.042,0.1225,0.2724,8.5591,0.6663,0.6908,-3.4412,0.2033,2.9744,0.4117
154.3145,507.3226,156.7539,0.025,0.0,0.017,0.0085,0.0348,0.0622,0.8246,0.0171,0.0674,0.0462,0.0774,0.0068,28.8716,0.5613,0.7361,-3.5621,0.197,2.3159,0.1717
99.892,309.9751,194.2526,0.013,0.0003,0.0106,0.0089,0.0384,0.0803,1.0649,0.0097,0.0243,0.0525,0.1546,0.1508,14.0863,0.299,0.591,-3.2773,0.3005,1.9555,0.4395
208.9988,376.6759,94.7861,0.0259,0.0002,0.0041,0.0022,0.0372,0.0834,0.3651,0.047,0.0363,0.0178,0.0467,0.2423,20.0602,0.5847,0.7471,-5.4585,0.0829,1.9787,0.4975
145.7066,273.9702,65.9144,0.0314,0.0,0.0194,0.0144,0.041,0.0395,0.6104,0.0317,0.0789,0.1174,0.0918,0.0421,11.3055,0.4827,0.7218,-2.5381,0.1613,3.3541,0.3436
115.8152,314.9124,103.4205,0.0116,0.0002,0.0039,0.0053,0.06,0.0651,0.3134,0.0158,0.0627,0.0301,0.0145,0.2714,13.3419,0.3364,0.7772,-3.6191,0.1338,3.3376,0.5039
92.6796,203.4556,120.5027,0.0194,0.0002,0.016,0.0158,0.0619,0.0904,0.8564,0.0192,0.0697,0.1245,0.0618,0.0478,28.6147,0.4731,0.6646,-3.5131,0.1963,3.5292,0.3253
164.6297,502.0156,81.0132,0.0069,0.0001,0.0019,0.0164,0.0432,0.0709,0.7244,0.0452,0.0752,0.1109,0.1111,0.1941,24.0309,0.3885,0.6034,-4.6844,0.4348,2.8243,0.1789
201.817,423.0395,160.6054,0.033,0.0002,0.0166,0.0038,0.0358,0.1143,0.4223,0.0064,0.0076,0.0804,0.0337,0.0042,16.3179,0.525,0.7877,-6.816,0.1631,1.9958,0.4155
185.1039,565.2098,74.6957,0.0132,0.0,0.0205,0.0059,0.0596,0.1099,0.5216,0.0407,0.0231,0.0105,0.0172,0.093,29.6958,0.5078,0.704,-4.6661,0.0915,2.0514,0.3875
163.9468,579.7845,75.703,0.0119,0.0002,0.0073,0.0051,0.0223,0.0209,0.1961,0.0377,0.0195,0.0806,0.1648,0.1765,17.6281,0.6496,0.7741,-3.2582,0.3449,3.5086,0.1795
206.1137,378.9001,173.6696,0.0311,0.0001,0.0118,0.0044,0.0524,0.086,1.2667,0.0329,0.0455,0.0957,0.1641,0.1912,9.269,0.2744,0.6343,-4.873,0.4431,2.0747,0.3618
99.0187,389.6291,135.7513,0.0131,0.0001,0.0075,0.0041,0.0509,0.0309,1.2557,0.0223,0.0181,0.0182,0.1681,0.1424,12.2075,0.5567,0.5923,-6.3214,0.3428,2.1507,0.2995
105.8174,559.1088,80.5384,0.0293,0.0002,0.0189,0.0155,0.0569,0.0544,0.5154,0.0424,0.0454,0.1041,0.0865,0.2567,18.7431,0.6272,0.7737,-3.4244,0.371,2.8623,0.299
156.4127,210.1698,138.6056,0.0047,0.0001,0.0037,0.0143,0.0301,0.0324,0.7431,0.044,0.0376,0.026,0.128,0.0643,27.2914,0.5692,0.6852,-3.0286,0.3342,2.3385,0.2912
133.0195,543.7345,196.5702,0.0317,0.0001,0.0179,0.0055,0.0544,0.0444,0.726,0.0487,0.0735,0.102,0.0249,0.1963,17.7593,0.3096,0.702,-3.0136,0.0874,2.5008,0.3789
177.7876,307.3366,172.2298,0.0282,0.0,0.016,0.0165,0.0464,0.0775,0.1093,0.0136,0.0737,0.091,0.0594,0.1609,23.449,0.421,0.6816,-6.7224,0.2564,3.4487,0.3766
190.1795,531.2377,94.8883,0.0202,0.0,0.0172,0.0131,0.0507,0.0342,0.5313,0.0249,0.0736,0.1261,0.1507,0.3048,16.9302,0.6849,0.7182,-5.0346,0.1979,3.038,0.2101
108.037,182.7648,106.9609,0.0302,0.0001,0.0132,0.005,0.0131,0.0624,0.2859,0.0225,0.0712,0.0897,0.0825,0.0591,25.8415,0.434,0.7403,-5.6074,0.106,3.1507,0.2735
90.8357,190.4609,159.956,0.0093,0.0002,0.0008,0.0142,0.0143,0.0498,0.3084,0.0389,0.0062,0.1282,0.0769,0.0558,21.1854,0.5326,0.7086,-5.0794,0.1299,2.3489,0.3951
202.544,236.2747,117.7037,0.0142,0.0001,0.013,0.0065,0.0211,0.0936,0.8043,0.0174,0.0198,0.0237,0.0926,0.1298,19.0678,0.4145,0.7258,-6.5583,0.1511,2.778,0.2185
185.464,563.3387,67.1693,0.0133,0.0001,0.0048,0.0078,0.0503,0.085,0.5775,0.0297,0.0075,0.1376,0.075,0.2128,20.8246,0.3729,0.777,-4.7968,0.1972,3.2113,0.4455
150.4849,438.6651,169.2115,0.0083,0.0002,0.0173,0.0125,0.0201,0.0352,0.9999,0.0482,0.0476,0.0699,0.1627,0.2928,17.1542,0.6698,0.6083,-4.0841,0.373,3.043,0.242
143.3545,415.5404,122.6053,0.0294,0.0001,0.0103,0.019,0.0218,0.0718,1.2194,0.0096,0.0253,0.0885,0.0917,0.1702,12.4483,0.459,0.7538,-3.0845,0.343,3.4119,0.321
108.7735,427.7579,90.1471,0.0236,0.0002,0.0031,0.0071,0.0601,0.0548,0.9943,0.0141,0.026,0.0346,0.1377,0.2184,11.5677,0.4884,0.6256,-6.5797,0.3242,2.5855,0.4362
128.4427,144.0704,152.0455,0.0078,0.0001,0.0059,0.0127,0.0544,0.1078,1.2848,0.0495,0.026,0.0365,0.1056,0.1542,18.0518,0.5021,0.824,-4.6822,0.1807,2.6924,0.4867
168.8931,545.9588,130.8871,0.033,0.0002,0.0039,0.016,0.0567,0.1175,0.997,0.048,0.0291,0.0942,0.1247,0.0236,9.0801,0.6271,0.7066,-6.327,0.1827,2.5361,0.3977
131.143,362.299,108.8032,0.0148,0.0,0.0038,0.0019,0.0178,0.0613,1.1237,0.0513,0.0557,0.071,0.1602,0.2564,23.082,0.2877,0.8043,-2.6526,0.3054,3.4404,0.1582
118.3447,178.8218,98.379,0.0043,0.0002,0.0033,0.0038,0.0041,0.1015,0.4149,0.0555,0.046,0.1251,0.0318,0.3103,27.689,0.6701,0.8068,-5.2488,0.3371,3.4305,0.159
174.3191,245.0608,188.4186,0.0055,0.0002,0.0144,0.0188,0.0642,0.108,0.6282,0.0292,0.0144,0.0418,0.1669,0.0121,16.2369,0.3042,0.7702,-5.7863,0.377,1.7978,0.4749
182.1758,193.2325,69.1828,0.0313,0.0001,0.0032,0.0117,0.0351,0.0726,1.226,0.0318,0.0343,0.0434,0.0446,0.0368,22.8343,0.4672,0.6161,-3.6381,0.1197,2.1792,0.1013
182.4303,196.015,84.5897,0.0198,0.0002,0.0155,0.0082,0.0506,0.0726,0.5546,0.0144,0.0116,0.0789,0.0872,0.0281,18.8098,0.3263,0.617,-6.484,0.244,3.1316,0.4822
115.5935,563.272,89.6544,0.0088,0.0001,0.0088,0.0109,0.0054,0.1124,0.9408,0.0555,0.022,0.0245,0.1404,0.1323,11.8612,0.4346,0.6885,-4.7496,0.2375,2.311,0.4831
194.1676,171.0233,127.601,0.0149,0.0001,0.0184,0.0138,0.0224,0.0113,0.2568,0.0241,0.0179,0.1129,0.0737,0.011,28.0128,0.5912,0.7963,-4.1972,0.1749,2.4179,0.361
97.233,326.6457,187.7427,0.0262,0.0002,0.0119,0.0135,0.0028,0.1168,1.0293,0.0325,0.0668,0.0694,0.0751,0.2607,10.7314,0.3197,0.5832,-5.6053,0.1279,3.0525,0.1733
221.988,349.6413,110.3461,0.0238,0.0002,0.0084,0.0032,0.0247,0.0162,0.363,0.0426,0.0674,0.1167,0.0712,0.1186,29.5665,0.5509,0.7678,-3.3056,0.2721,3.0576,0.1106
113.3357,378.9661,122.6493,0.0026,0.0001,0.0047,0.0157,0.0098,0.0542,0.4688,0.0388,0.0397,0.0365,0.0275,0.0588,29.2115,0.5933,0.7409,-4.0241,0.1604,2.6311,0.1691
168.162,294.2796,91.1759,0.0251,0.0,0.0123,0.0179,0.0525,0.058,0.142,0.0232,0.0477,0.0872,0.1423,0.1189,27.0398,0.5078,0.807,-3.8172,0.4216,1.9536,0.2122
105.2045,584.9058,73.5022,0.0076,0.0,0.0116,0.0049,0.016,0.0741,1.2669,0.0097,0.0153,0.039,0.0427,0.1123,28.1609,0.2961,0.7462,-3.1515,0.3225,3.6364,0.4529
120.357,544.6465,147.1365,0.0302,0.0001,0.0052,0.009,0.0079,0.105,1.0238,0.0141,0.0368,0.0324,0.1061,0.152,26.3154,0.4382,0.7455,-5.8853,0.4298,2.3034,0.4871
149.3821,301.7089,74.5335,0.0107,0.0002,0.019,0.0187,0.0265,0.1138,0.8281,0.0196,0.02,0.0385,0.1692,0.0868,13.5844,0.516,0.7919,-2.91,0.4476,3.0464,0.4237
219.0061,521.9644,131.5981,0.0224,0.0003,0.0138,0.0149,0.0605,0.0264,0.2821,0.056,0.0714,0.1105,0.0604,0.056,18.8275,0.4198,0.8038,-5.0165,0.0953,2.4938,0.3281
179.5706,220.8163,80.1156,0.0036,0.0,0.0053,0.0158,0.051,0.0948,0.1149,0.0358,0.0316,0.0636,0.1592,0.2423,9.7926,0.3961,0.7182,-4.499,0.3006,2.1894,0.4527
194.6385,408.2571,190.9421,0.0022,0.0001,0.0017,0.0047,0.0159,0.0929,0.55,0.0203,0.0657,0.0602,0.1094,0.159,17.2602,0.3968,0.7823,-7.0756,0.41,3.6018,0.2093
124.9319,304.7009,115.5834,0.0148,0.0003,0.0147,0.0153,0.0178,0.0451,1.1271,0.0209,0.0607,0.0587,0.0162,0.063,17.747,0.6167,0.6394,-4.2649,0.1249,3.6425,0.4941
194.937,436.4884,136.5608,0.0193,0.0003,0.0184,0.0085,0.0402,0.1059,0.3946,0.0053,0.027,0.0868,0.1498,0.0565,20.1144,0.5009,0.7382,-2.9666,0.2126,1.9236,0.3053
105.9239,272.932,97.2399,0.0167,0.0002,0.0061,0.0099,0.0362,0.0503,1.2662,0.0326,0.0539,0.0842,0.0726,0.297,14.9017,0.5794,0.7978,-5.3446,0.3596,2.6917,0.4167
200.5455,262.6133,193.1084,0.0322,0.0,0.0118,0.0121,0.0266,0.044,0.8048,0.0089,0.0722,0.0809,0.0446,0.1015,9.5079,0.5191,0.5897,-2.8638,0.1371,3.1229,0.1957
153.8414,447.5917,127.4668,0.0283,0.0001,0.0104,0.007,0.0047,0.0283,1.0868,0.0216,0.0069,0.0131,0.0291,0.0647,23.433,0.5692,0.7833,-3.4885,0.3507,1.9633,0.151
172.2138,169.8175,81.1037,0.0283,0.0001,0.014,0.0059,0.0115,0.0292,0.7576,0.0386,0.0177,0.0658,0.1385,0.3034,27.4502,0.6736,0.582,-4.2527,0.2555,3.4072,0.3563
90.8243,554.5651,90.7061,0.019,0.0002,0.0013,0.0098,0.0423,0.0978,0.9987,0.0066,0.0776,0.1067,0.1578,0.0923,16.7811,0.4816,0.79,-3.2571,0.2039,3.1907,0.4512
102.1006,113.8751,134.3337,0.022,0.0001,0.0145,0.0065,0.0512,0.0993,0.3931,0.0287,0.0158,0.02,0.1256,0.2349,15.0868,0.3556,0.619,-2.9814,0.2268,2.8778,0.366
164.4084,322.9907,72.416,0.0254,0.0,0.0202,0.0028,0.036,0.0981,0.4433,0.0262,0.0273,0.1134,0.0742,0.1917,22.9845,0.3799,0.7451,-6.3791,0.3143,2.0697,0.2525
163.4695,205.3712,161.9757,0.0072,0.0001,0.0214,0.0027,0.0557,0.0416,1.1358,0.018,0.0305,0.062,0.1593,0.0976,19.2705,0.2673,0.7601,-6.1396,0.0957,3.5661,0.4754
180.1822,380.1282,158.5341,0.0036,0.0001,0.021,0.0174,0.0574,0.0609,0.4023,0.009,0.0463,0.0309,0.0347,0.0947,25.7589,0.626,0.6899,-4.1934,0.2982,3.0289,0.4741
153.4574,273.132,183.6051,0.0136,0.0001,0.0202,0.0176,0.0215,0.0517,0.2346,0.0232,0.0619,0.0187,0.0292,0.0342,29.6211,0.6241,0.6828,-4.5803,0.2979,2.8648,0.3892
122.4677,240.689,181.9479,0.0077,0.0002,0.0099,0.0037,0.0551,0.0439,0.1097,0.0264,0.0201,0.0963,0.1019,0.3146,15.5792,0.6738,0.7104,-4.3113,0.1849,3.2391,0.4323
91.4012,541.3389,180.8133,0.022,0.0,0.0185,0.0171,0.0641,0.0109,1.1031,0.0253,0.0434,0.1222,0.1562,0.1518,10.7346,0.3544,0.6108,-5.0008,0.2856,3.5919,0.2384
91.2495,163.3853,87.3046,0.0034,0.0001,0.0066,0.0173,0.0318,0.0765,0.1404,0.0404,0.0433,0.04,0.11,0.0803,22.9041,0.6578,0.6352,-5.725,0.2362,3.2656,0.317
150.7951,304.598,132.9744,0.0304,0.0002,0.0038,0.0191,0.0346,0.0418,0.3014,0.0233,0.0468,0.122,0.1519,0.1204,22.0913,0.58,0.7815,-4.1819,0.1271,2.7627,0.2971
171.6626,525.1376,189.5292,0.0058,0.0001,0.0064,0.0105,0.03,0.1175,0.399,0.0158,0.0537,0.0935,0.1366,0.1146,25.4735,0.2666,0.7958,-5.9833,0.3812,2.793,0.1591
204.409,423.4237,83.2778,0.0308,0.0,0.0065,0.0092,0.0313,0.0361,0.2665,0.035,0.0071,0.0669,0.0739,0.3094,29.3841,0.4374,0.7926,-5.7643,0.2267,2.3649,0.357
144.6152,237.4457,113.3353,0.0314,0.0001,0.0208,0.0052,0.0161,0.0753,0.7598,0.044,0.0256,0.1216,0.0223,0.0222,12.4728,0.4996,0.6772,-3.222,0.3568,3.1337,0.4966
172.4768,311.9684,71.0309,0.0065,0.0001,0.0163,0.0086,0.0641,0.0171,0.739,0.0053,0.0288,0.0767,0.0897,0.0244,28.3992,0.3493,0.6707,-5.462,0.3595,2.9498,0.485
107.0265,181.4282,178.4815,0.0247,0.0002,0.0187,0.0026,0.054,0.0656,1.2171,0.0229,0.0157,0.0456,0.1092,0.1222,23.3403,0.3295,0.6464,-6.0551,0.1764,3.1022,0.237
168.6656,233.2951,68.0227,0.0308,0.0003,0.0193,0.003,0.0525,0.108,0.8499,0.0345,0.0279,0.108,0.0942,0.0357,19.212,0.3197,0.7769,-3.3481,0.4314,2.287,0.4847
117.9337,149.2588,137.0895,0.0184,0.0002,0.0059,0.0077,0.0447,0.0403,1.2603,0.0497,0.0433,0.1182,0.108,0.0031,9.6784,0.3533,0.6838,-5.5092,0.1552,2.7743,0.4447
187.6372,121.3287,177.6337,0.0179,0.0001,0.0064,0.0022,0.0286,0.0516,0.8784,0.0381,0.052,0.118,0.0271,0.2816,17.821,0.3712,0.8047,-6.0663,0.1853,2.6723,0.2061
191.1879,361.7295,86.4394,0.027,0.0,0.0084,0.0014,0.0026,0.1168,0.1961,0.0312,0.0703,0.0864,0.0212,0.2557,28.2913,0.5579,0.727,-5.0049,0.2249,2.1413,0.2507
217.4012,433.2675,114.0862,0.0263,0.0002,0.0095,0.0114,0.0189,0.0138,0.4822,0.019,0.044,0.0688,0.0415,0.2525,16.8398,0.4622,0.5751,-4.1325,0.0662,2.1605,0.2313
222.975,151.0337,151.2365,0.0326,0.0001,0.007,0.0045,0.0456,0.0128,0.5104,0.0403,0.0447,0.0392,0.0581,0.0191,10.9958,0.6718,0.7797,-5.6519,0.0768,2.3118,0.1932
142.7121,161.2492,154.8032,0.0131,0.0002,0.0194,0.0078,0.0078,0.104,0.3647,0.0389,0.0659,0.1283,0.0796,0.0594,8.6155,0.427,0.6498,-4.1144,0.0722,2.9013,0.2351
151.805,553.6295,193.9136,0.0243,0.0003,0.0061,0.0125,0.0531,0.0399,0.6091,0.025,0.0164,0.0986,0.0924,0.0612,26.6516,0.4498,0.6171,-3.0317,0.2238,2.6855,0.2977
178.6903,163.3139,133.2827,0.0108,0.0002,0.013,0.0117,0.0288,0.0476,0.4241,0.0326,0.0155,0.0992,0.0341,0.0088,23.8744,0.3336,0.7493,-4.3207,0.3038,1.788,0.3783
168.4141,309.6972,149.9128,0.0309,0.0001,0.0134,0.0175,0.0254,0.0509,1.1479,0.0096,0.0402,0.0619,0.1244,0.2613,11.1179,0.2887,0.7548,-6.766,0.3984,3.1681,0.1508
209.7328,311.1222,84.3888,0.0125,0.0003,0.001,0.0044,0.0022,0.1027,1.2292,0.0096,0.0142,0.0951,0.1059,0.2143,24.8991,0.654,0.7701,-2.6158,0.1383,2.7975,0.3899
119.4829,213.0752,111.4016,0.007,0.0001,0.0158,0.0186,0.0099,0.1152,0.5032,0.043,0.0669,0.1305,0.11,0.1987,27.6151,0.4699,0.8191,-3.8925,0.0845,1.9321,0.4473
196.6193,514.5731,70.6448,0.005,0.0002,0.0195,0.0038,0.0222,0.0455,0.1569,0.0228,0.0386,0.0441,0.09,0.2852,11.9301,0.4067,0.6666,-5.5794,0.163,3.1647,0.3507
159.3443,456.6176,112.401,0.0052,0.0001,0.0195,0.0053,0.0237,0.0618,1.1531,0.0131,0.0638,0.0679,0.1578,0.1102,27.1755,0.2943,0.8062,-5.2457,0.1839,2.5856,0.0996
116.6895,192.0294,171.2024,0.0218,0.0002,0.0033,0.0068,0.0299,0.0426,0.5644,0.0364,0.0739,0.1111,0.1572,0.0951,27.0364,0.5224,0.6748,-3.0935,0.2823,2.9834,0.1698
221.7198,230.5317,139.2813,0.0064,0.0002,0.0186,0.0048,0.0115,0.096,1.2674,0.0056,0.0374,0.1237,0.1584,0.1119,29.0783,0.542,0.7461,-3.2899,0.1009,2.2614,0.4756
203.3892,356.0218,148.4664,0.0299,0.0,0.0214,0.0025,0.0061,0.0768,1.2493,0.0421,0.0325,0.1266,0.0734,0.0301,10.817,0.3918,0.6454,-3.8721,0.3832,2.5348,0.2632
193.345,583.5916,102.8271,0.0243,0.0001,0.017,0.0192,0.0222,0.0463,0.8779,0.0504,0.0459,0.0658,0.0495,0.2493,11.841,0.3961,0.7181,-6.9212,0.1409,1.9308,0.1668
100.3393,274.048,187.8398,0.0104,0.0001,0.0166,0.0183,0.0188,0.0982,0.6172,0.0131,0.0119,0.1043,0.0289,0.1831,17.0284,0.5313,0.6091,-4.2966,0.0782,2.8907,0.2087
104.9743,562.9436,109.1036,0.0177,0.0002,0.0134,0.0037,0.0041,0.0415,0.5925,0.0407,0.0175,0.0776,0.0347,0.1776,8.7498,0.6436,0.6223,-5.8912,0.3512,2.748,0.1068
161.9205,523.5244,133.0879,0.0238,0.0002,0.0076,0.0014,0.0377,0.0963,0.2542,0.0349,0.0301,0.1197,0.1659,0.1164,25.2014,0.6543,0.6085,-2.5876,0.1044,2.5268,0.1751
149.837,506.2933,78.9375,0.0295,0.0,0.0194,0.0016,0.0241,0.0808,1.0186,0.0094,0.0429,0.1069,0.1525,0.1111,12.8711,0.4555,0.6239,-4.9777,0.1497,3.1276,0.372
184.2142,265.3963,73.001,0.0228,0.0001,0.0009,0.0195,0.0295,0.0173,0.5786,0.0178,0.0282,0.1188,0.1401,0.0396,26.9322,0.5239,0.6257,-4.7468,0.337,3.6526,0.4948
90.6863,119.3893,103.9622,0.0326,0.0003,0.0087,0.0123,0.0089,0.1163,0.451,0.0551,0.0085,0.0633,0.146,0.0163,18.4999,0.3427,0.6699,-6.6297,0.2668,2.8678,0.1242
222.8312,287.0619,111.0725,0.0165,0.0002,0.0121,0.0032,0.049,0.0558,1.1291,0.0499,0.0776,0.0233,0.0996,0.1532,26.9049,0.3224,0.6088,-6.0936,0.4472,2.8613,0.3047
191.68,534.6157,66.2947,0.0249,0.0002,0.0145,0.0107,0.063,0.0857,0.469,0.0503,0.0792,0.1314,0.1164,0.2381,20.5995,0.608,0.6292,-5.0496,0.2751,2.8854,0.1478
91.2751,426.3655,91.9134,0.0277,0.0002,0.0194,0.0019,0.0256,0.0902,0.1842,0.0107,0.0165,0.0874,0.0589,0.1279,22.9951,0.4251,0.705,-4.7093,0.1622,2.3358,0.1821
167.2664,470.3135,133.2662,0.0134,0.0001,0.0082,0.004,0.0476,0.0671,0.92,0.0245,0.0558,0.081,0.1203,0.0606,12.0823,0.6093,0.7608,-2.9363,0.0747,2.6565,0.2075
164.1243,234.1988,183.918,0.0117,0.0001,0.0139,0.0066,0.0048,0.0822,0.7474,0.0526,0.0083,0.0302,0.0487,0.2165,17.7135,0.315,0.6654,-5.3944,0.1033,2.537,0.441
147.2688,146.6097,132.9374,0.0129,0.0001,0.0013,0.0184,0.041,0.0193,0.4908,0.0477,0.0635,0.0859,0.155,0.0175,15.1233,0.5349,0.7024,-3.2534,0.1616,2.6251,0.4542
118.2524,173.1392,72.4529,0.0181,0.0001,0.0198,0.0104,0.0503,0.0421,0.4809,0.0168,0.0685,0.0751,0.0301,0.0242,27.3161,0.519,0.6134,-4.8339,0.2098,3.1599,0.1375
180.7862,432.1257,94.1426,0.0091,0.0,0.0164,0.0176,0.0123,0.0917,0.9113,0.0227,0.031,0.0466,0.0676,0.1542,22.5309,0.5081,0.7621,-6.3264,0.0867,1.7741,0.3652
180.2055,287.9802,183.873,0.0322,0.0002,0.0077,0.0109,0.0391,0.0368,0.7183,0.0357,0.0358,0.048,0.0993,0.0957,14.7478,0.5357,0.726,-3.962,0.1139,3.3493,0.0982
187.2842,223.853,87.6219,0.0299,0.0001,0.0059,0.0057,0.0364,0.0115,0.1527,0.0307,0.0063,0.0548,0.117,0.1854,24.3633,0.2812,0.7259,-4.1367,0.169,2.7349,0.2162
176.0719,261.4103,153.3883,0.0302,0.0002,0.0111,0.0188,0.0215,0.08,0.1123,0.0081,0.0116,0.1297,0.0218,0.0656,10.7453,0.5204,0.6199,-4.9473,0.1183,2.3527,0.1058
131.2778,463.4014,126.5125,0.014,0.0001,0.0028,0.014,0.041,0.0621,0.596,0.0535,0.0417,0.0244,0.1015,0.2486,22.7453,0.6223,0.7192,-3.9137,0.3958,2.42,0.4946
139.4192,346.2433,197.8951,0.0253,0.0002,0.0079,0.0103,0.0629,0.0307,0.6513,0.0114,0.0236,0.115,0.049,0.184,19.8813,0.3642,0.7485,-6.7263,0.1585,3.5407,0.2847
101.5013,545.5054,149.3242,0.0146,0.0003,0.0018,0.0125,0.0581,0.0353,0.7344,0.0276,0.0175,0.0376,0.133,0.0504,19.7337,0.6118,0.8056,-5.3121,0.4066,3.0758,0.386
197.4621,542.9051,107.1475,0.0119,0.0002,0.0023,0.016,0.0335,0.0539,0.8405,0.0316,0.0342,0.1066,0.1408,0.0476,10.8843,0.461,0.5928,-3.6137,0.396,3.2525,0.234
153.3879,554.9542,104.8469,0.0257,0.0002,0.0158,0.0171,0.0233,0.0494,0.9188,0.0389,0.0597,0.0354,0.1629,0.2374,9.9693,0.6638,0.7117,-4.0215,0.0791,2.9724,0.0955
205.7239,434.2192,73.2364,0.0298,0.0001,0.0196,0.0194,0.0279,0.0388,1.1044,0.056,0.0497,0.0383,0.124,0.1621,12.6129,0.3278,0.7485,-3.3202,0.2601,1.8318,0.4227
107.3106,284.9388,115.3207,0.006,0.0,0.0169,0.0135,0.0124,0.0388,0.5746,0.0249,0.0147,0.0744,0.031,0.0777,14.015,0.3531,0.5908,-6.5812,0.4086,2.1594,0.3005
155.897,341.2875,101.5453,0.0185,0.0002,0.0081,0.0017,0.0313,0.0577,1.1842,0.0333,0.0669,0.014,0.1394,0.2242,28.1561,0.2966,0.5873,-2.5928,0.3014,2.7266,0.3757
